Area,Perimiter,Major_Axis_Length,Minor_Axis_Length,Eccentricity,Convex_Area,Extent,class
14590,496.1719971,212.1007538,88.60240936,0.908567846,14883,0.571484506,class1
14656,494.3110046,206.0200653,91.73097229,0.895404994,15072,0.615436316,class1
15118,514.96698,224.1865997,87.69223785,0.920323789,15454,0.654119074,class1
13029,466.8869934,197.7262421,84.60392761,0.903833568,13300,0.610057592,class1
12653,461.6199951,195.8938599,83.4992981,0.904606521,12973,0.576498985,class1
12935,462.980011,195.3043213,85.48748016,0.899114132,13213,0.753041863,class1
11874,433.8439941,176.6112518,87.04949188,0.870092988,12138,0.734413683,class1
16291,523.1929932,223.2523346,93.60415649,0.907859206,16595,0.581157267,class1
11500,442.3340149,178.8392792,84.1364975,0.88242203,12070,0.588024735,class2
13964,481.230011,201.5592957,89.30014038,0.896498621,14275,0.58329159,class1
15779,506.3770142,209.404892,97.43090057,0.885166109,16201,0.619464517,class1
12764,449.5490112,185.9380951,88.23936462,0.880221486,12950,0.724321842,class2
11987,440.7839966,180.0477448,86.14134979,0.87812233,12299,0.687959135,class2
11212,413.5660095,169.6781006,84.63475037,0.866719425,11400,0.808888257,class2
11491,440.4689941,183.9953308,80.8708725,0.89822948,11819,0.664988399,class1
15856,509.019989,210.1643829,97.76021576,0.88522625,16160,0.762674391,class1
12466,448.8569946,181.1933746,88.6875,0.87202394,12779,0.604089916,class2
15252,502.5910034,211.6311646,92.19615936,0.900118351,15495,0.574463248,class1
15559,514.2789917,221.1190796,90.46383667,0.912481427,15903,0.775777817,class1
11915,433.2839966,178.5229034,86.50725555,0.87475121,12101,0.626314104,class2
10539,420.6369934,174.819809,77.63504028,0.895984113,10775,0.662705123,class2
15480,494.276001,201.7870026,98.61820221,0.872438312,15760,0.662387669,class1
12199,454.4039917,191.9095764,82.14076233,0.903770208,12555,0.750522971,class1
13637,482.5109863,205.1989441,85.42422485,0.90922755,13952,0.556612253,class1
14709,515.8499756,222.7228394,85.4315567,0.923508525,14941,0.524796605,class1
12900,442.6860046,181.0802612,91.61207581,0.862580538,13112,0.7875458,class2
15437,512.947998,211.4087677,94.91480255,0.893550158,15984,0.731611371,class1
16094,504.1260071,208.3711853,99.03029633,0.879845917,16325,0.648533225,class1
12638,454.5610046,187.5693665,86.98496246,0.885967016,12902,0.768594563,class2
12720,443.4549866,183.2023926,89.49655151,0.872557223,12904,0.77655679,class2
13098,458.7330017,187.3157654,90.63008118,0.875158787,13423,0.601930141,class2
13567,481.4049988,202.0196991,86.41854858,0.903886259,13976,0.750927091,class1
11479,421.0750122,171.3476105,85.80913544,0.865568936,11677,0.799095035,class2
13437,476.1130066,202.8204803,85.11241913,0.907688737,13700,0.78413868,class1
13549,464.0050049,189.9726563,91.63721466,0.875967264,13772,0.73933208,class2
11297,416.6799927,165.3592072,88.23674774,0.845732868,11535,0.62928921,class2
11997,429.6600037,170.9993896,90.55361938,0.848275483,12253,0.7463606,class2
12103,439.2179871,181.9851227,85.55490112,0.882602334,12339,0.599277079,class2
11290,427.5899963,180.1384125,80.42607117,0.894799471,11427,0.57251519,class2
13263,474.4979858,197.8428955,86.68631744,0.898898304,13607,0.560092926,class1
12121,439.8420105,183.4670258,84.7644043,0.886872411,12389,0.648736894,class2
13295,475.7430115,199.2407379,86.08377838,0.901845276,13639,0.615994096,class1
13340,474.6820068,201.3853302,85.88858795,0.904492855,13603,0.701662123,class2
14793,501.3039856,211.6011353,90.11253357,0.904788911,15049,0.66452539,class1
13787,476.8959961,201.3383179,88.16448212,0.899027467,14045,0.575994313,class1
13062,467.4639893,197.8024292,85.39855194,0.901999712,13272,0.624080241,class1
13880,479.6359863,203.0225677,87.37619781,0.902649343,14160,0.768251479,class2
?,532.7780151,223.5486298,94.11949921,0.907049179,16680,0.553685784,class1
11508,429.20401,178.3140106,83.02278137,0.884995937,11772,0.788435161,class2
11410,436.368988,180.802597,81.64021301,0.892249167,11710,0.617825449,class2
15136,503.2600098,208.7720184,94.06877899,0.892735362,15471,0.595905483,class1
11501,428.5029907,180.4887848,81.40830994,0.89250195,11676,0.676529408,class2
11087,432.3829956,177.4989777,80.54419708,0.891117454,11380,0.594636619,class2
14589,495.9299927,210.2839355,89.42494965,0.905072153,14853,0.665101409,class1
15164,501.6520081,212.1584015,92.44684601,0.900070429,15461,0.701063335,class1
12381,434.1589966,173.1007385,91.96291351,0.847203732,12643,0.743157268,class2
10667,415.2369995,170.3361511,81.36894226,0.878525078,11041,0.687749863,class2
12311,446.1759949,?,86.82935333,0.879775643,12608,0.690891743,class2
11568,429.072998,178.3329773,83.63752747,0.883200049,11790,0.751217604,class2
12684,461.3580017,198.2021179,81.89427948,0.910646796,12912,0.547101438,class1
14026,467.7650146,191.7354126,94.24736786,0.870849848,14222,0.627730012,class2
11795,446.1839905,189.0428772,80.70845795,0.904283702,12081,0.632812917,class2
15080,500.006012,209.5892792,92.79666138,0.896642745,15614,0.732323229,class1
12799,443.4169922,175.3296967,94.25945282,0.843191981,13066,0.631612718,class2
11363,423.2659912,175.8741608,83.84262848,0.8790555,11548,0.791350365,class2
12544,437.2690125,175.6720886,91.5243454,0.853559494,12753,0.788137734,class2
16302,526.3400269,225.3229675,92.99416351,0.91086024,16669,0.608351707,class1
14337,494.2990112,206.6927795,89.74820709,0.900811374,14859,0.709893048,class1
12045,452.3089905,193.5135193,80.27761841,0.909893274,12368,0.55242157,class1
11128,423.2369995,173.39534,82.44134521,0.879741073,11372,0.599149287,class2
12622,458.2749939,189.6963348,86.54058838,0.88987422,13019,0.764413774,class2
13415,470.355011,197.0299377,87.65262604,0.895595372,13629,0.582248271,class1
14232,505.8850098,214.1028748,86.41410828,0.914931059,14702,0.52602011,class1
11090,416.0140076,174.9094391,81.36546326,0.885212839,11277,0.741706789,class2
12711,459.6180115,192.9746246,84.95108032,0.897890449,13028,0.581952214,class1
11413,421.9530029,171.3252869,85.99931335,0.864887893,11688,0.699325979,class2
10560,400.1789856,168.2690582,80.58906555,0.877853215,10691,0.637373269,class2
10985,419.5339966,171.9523163,83.11388397,0.875424862,11253,0.586054206,class2
14787,492.3129883,209.6788635,90.46773529,0.90213275,15066,0.795684457,class1
14053,482.0840149,204.3786316,88.23910522,0.901996493,14316,0.713350236,class1
12692,447.7390137,174.8806305,94.16078949,0.842670977,13148,0.645706117,class2
11278,422.1860046,170.4181671,86.04627991,0.863170445,11642,0.624646902,class2
11865,426.7279968,170.8717041,89.45922089,0.851997316,12085,0.641802371,class2
14195,488.4599915,203.5127106,89.95865631,0.897000432,14555,0.71735394,class1
14627,498.072998,205.7875366,92.42831421,0.893459201,15091,0.605522454,class1
12819,472.6900024,202.3440247,81.20730591,0.915932298,13137,0.653963864,class1
11515,425.4989929,177.8352051,83.02623749,0.884325027,11672,0.807730079,class2
12312,447.7170105,178.9607391,88.51752472,0.869109452,12593,0.618320584,class2
10189,454.3160095,180.7376556,73.32643127,0.914003432,11000,0.519793928,class2
12378,454.0620117,195.4721375,81.28996277,0.90942651,12570,0.556564748,class2
13470,471.1879883,200.5023499,86.7831955,0.901476145,13729,0.582108915,class1
12673,441.7139893,177.0299225,92.58748627,0.852329791,12950,0.621774137,class2
10007,391.4590149,163.9286194,78.13725281,0.879090905,10146,0.80171448,class2
12921,449.4869995,181.0346832,92.02006531,0.86117965,13209,0.623871386,class2
14166,483.7049866,204.6273193,88.99236298,0.900478899,14412,0.766061008,class1
12308,451.6090088,193.2675323,81.65988922,0.906352401,12488,0.724042594,class1
11513,438.625,189.7222137,77.68550873,0.912323713,11736,0.684238672,class1
12615,458.2349854,185.0419617,88.18565369,0.879135907,13014,0.621673584,class2
12627,453.5190125,191.8118896,84.54081726,?,12830,0.726106942,class2
11379,438.1640015,182.2000885,80.88666534,0.896054447,11735,0.594141603,class2
12588,445.2980042,181.6567535,89.52711487,0.870121837,12865,0.777132988,class2
15224,510.8819885,213.196167,92.32341003,0.901372612,15686,0.639529526,class1
11088,421.1570129,169.4209442,85.37567139,0.863746643,11373,0.754131794,class2
14626,502.3569946,212.7346954,88.58338928,0.909180105,14997,0.581504464,class1
12956,458.6560059,187.2114563,89.15869141,0.879312158,13310,0.71077466,class2
13574,481.1570129,206.4676514,84.42449188,0.912579477,13870,0.809614718,class1
13338,462.5339966,194.2583313,88.38234711,0.890505075,13639,0.743105471,class1
13998,486.3760071,204.2037964,88.51287842,0.901175857,14401,0.546882331,class1
16000,515.3809814,215.714325,94.95480347,0.897905767,16289,0.673655868,class1
13039,476.697998,198.8969269,85.53027344,0.902817905,13383,0.551798582,class1
12281,442.1109924,177.9575348,89.70896149,0.863643467,12666,0.599073172,class2
11051,421.3479919,166.9126282,85.74882507,0.857949018,11421,0.693330824,class2
10382,405.2130127,168.4262695,78.95871735,0.883302808,10599,0.801822662,class2
15926,522.7399902,225.7360535,91.05709076,0.915033162,16240,0.779768884,class1
14700,506.4639893,215.4302979,87.76007843,0.913262725,15050,0.707547188,class1
11836,456.3789978,201.8695984,75.45857239,0.927509904,12084,0.753213704,class1
11444,424.368988,174.2206573,84.26457214,0.875252783,11638,0.656569123,class2
13874,486.8179932,207.8072357,85.49026489,0.911458433,14116,0.569400012,class1
15320,511.9299927,218.6231537,91.16981506,0.908898175,15740,0.545642316,class1
16199,514.1560059,217.6305084,95.51935577,0.898532927,16475,0.707688928,class1
15178,514.7420044,219.332962,89.0112381,0.913949907,15638,0.787567437,class1
10572,403.2690125,164.5725098,81.97684479,0.867108107,10745,0.747085035,class2
11559,435.1849976,178.782074,83.54547119,0.88409704,11796,0.666378438,class2
11550,426.8439941,173.1856537,86.17210388,0.867423415,11766,0.613741457,class2
10770,405.5039978,158.7288208,87.61263275,0.833867788,11097,0.666048229,class2
12124,431.7520142,173.8032684,89.89888,0.855837345,12389,0.770120025,class2
10949,420.1700134,176.249527,79.89092255,0.891366661,11132,0.579005837,class2
10534,409.625,167.988205,80.67377472,?,10753,0.609606504,class2
13174,480.5769958,203.5064545,83.42044067,0.912123501,13606,0.549466133,class1
12811,453.9370117,185.7288971,89.5105896,0.876203001,13112,0.585084021,class2
11571,432.67099,183.7055969,80.56020355,0.898717105,11741,0.66222173,class1
10975,420.5220032,169.9667511,83.40963745,0.871305525,11305,0.68679601,class2
10015,402.4559937,159.7266846,81.87760925,0.85862112,10408,0.606969714,class2
10662,420.1950073,175.8825073,78.51628113,0.894826949,10944,0.569429636,class2
12621,444.5880127,184.9431305,87.62445831,0.880637109,12832,0.733992457,class1
13054,478.4530029,203.219635,83.08084869,0.91261375,13329,0.799877465,class2
12525,455.1809998,183.669342,88.2543335,0.876991093,12911,0.709470928,class2
14534,483.6409912,196.6508179,95.05068207,0.875428557,14932,0.649651349,class1
10215,401.4840088,164.2425995,80.21561432,0.872621477,10435,0.682228029,class2
11372,435.5929871,179.5671539,81.47212982,0.891147375,11608,0.57996738,class2
11462,423.2349854,171.5892944,85.72185516,0.866270185,11712,0.694666684,class2
12200,447.2139893,191.1407013,81.57138062,0.904364467,12367,0.569747329,class2
13410,483.1520081,205.8757629,84.65060425,0.911557198,13866,0.731427968,class1
15350,498.1789856,204.6212006,96.8934021,0.880779982,15751,0.66369766,class1
10074,397.3980103,166.9896088,77.15100861,0.886874259,10249,0.703983247,class2
10474,420.1239929,176.7669373,76.98861694,0.900170624,10762,0.688625932,class2
11919,434.2630005,175.5641785,87.84673309,0.865812719,12152,0.609636307,class2
11504,432.4440002,175.78508,84.95903015,0.875448227,11861,0.588018835,class2
14622,481.6159973,200.0535583,94.38363647,0.881709993,14845,0.608945549,class1
16376,531.0009766,227.9448547,92.66851807,0.913633347,16667,0.741767466,class1
13034,474.368988,203.9958496,81.980896,0.915694416,13316,0.615740716,class1
13629,470.678009,202.2444763,86.40013123,0.904154122,13785,0.56676507,class2
10144,403.6430054,165.4689026,79.17584229,0.878090918,10399,0.659300685,class2
12678,452.9259949,190.8385925,85.65090179,0.893625557,12930,0.639527857,class2
11501,439.5379944,182.6630707,81.62102509,0.894614279,11878,0.583333313,class2
11166,419.4330139,171.464386,84.32466125,0.870713174,11437,0.60435158,class2
12502,431.3129883,172.8981323,92.56533051,0.844614506,12679,0.808144808,class2
13333,472.3840027,200.9385681,85.17280579,0.90572077,13585,0.680255115,class1
11314,424.0849915,178.7831573,81.83676147,0.889084458,11482,0.760451674,class2
13045,446.006012,174.6897736,96.45601654,0.833740771,13351,0.632791638,class2
15115,492.0159912,200.4536285,97.04860687,0.874987841,15411,0.72382915,class2
11316,418.5490112,170.6856995,85.69087982,0.864844978,11497,0.608387113,class2
11271,404.4639893,158.9888306,91.3405838,0.818497956,11462,0.670095146,class2
14166,491.6130066,?,87.52461243,0.908122182,?,0.602295935,class1
10873,416.6690063,168.9403534,83.34116364,0.869849563,11151,0.682291687,class2
15269,496.6889954,210.4518127,92.709198,0.897740543,15474,0.806688488,class1
12487,437.1210022,174.2112274,92.41957092,0.847683072,12808,0.695460856,class2
13447,455.6480103,183.9575806,94.45813751,0.858102858,13867,0.62590766,class2
11873,430.0440063,176.7291412,86.37124634,0.8724401,12086,0.604223907,class2
10318,413.2109985,173.160965,76.91556549,0.895934939,10614,0.681956351,class2
11483,437.0249939,?,79.0817337,0.904846787,11665,0.575070083,class2
14633,495.0939941,208.7805328,90.25591278,0.901729643,14978,0.643604875,class1
11322,415.4859924,165.3483429,88.39618683,0.845101535,11545,0.650689662,class2
14586,484.053009,196.4033966,95.85621643,0.872811317,14976,0.771541893,class1
13920,480.1119995,195.6700745,92.54843903,0.881072044,14350,0.577114403,class1
10213,430.0440063,187.3143921,69.94136047,0.927674353,10392,0.563444793,class2
11626,433.2380066,178.0792389,84.56312561,0.880060077,11972,0.58967334,class2
13028,467.2770081,194.7333679,87.140625,0.894290507,13304,0.56621325,class2
10632,405.4159851,167.325943,81.34428406,0.873879433,10762,0.623175681,class2
15070,504.0509949,210.0259857,92.37322235,0.898086905,15400,0.648730099,class1
15757,509.2810059,207.2966766,98.33613586,0.88032347,16150,0.58970809,class1
14064,488.947998,206.9332886,87.47862244,0.906251788,14315,0.758576035,class1
13158,470.9960022,201.0183868,84.50301361,0.907350659,13462,0.619783342,class1
13455,468.8619995,196.684906,87.98445129,0.89436543,13730,0.654935777,class1
10815,414.0620117,171.3505096,80.88232422,0.881583273,11015,0.727645814,class2
12318,448.6860046,187.701004,84.14411926,0.893889129,12579,0.582686841,class1
10989,431.1239929,180.4800415,78.81407928,0.899611354,11268,0.685955048,class2
11867,434.8129883,185.704483,81.847229,0.897635221,12004,0.681072056,class2
13965,478.5769958,203.2763519,88.1075058,0.901183844,14135,0.80787921,class1
17250,528.098999,220.7989349,101.2491608,0.888664365,17570,0.839661241,class1
14339,492.3080139,205.7731628,90.85659027,0.897242725,14818,0.62747246,class1
12223,445.4389954,185.0290833,85.37150574,0.887194812,12460,0.796027362,class1
11422,421.0650024,169.5421906,87.03211975,0.858187675,11669,0.611816406,class2
12638,450.4030151,185.5312195,87.92227936,0.880581498,12864,0.632152855,class2
11599,431.0559998,171.9973907,86.9884491,0.862677455,11913,0.779659867,class2
15790,516.4799805,218.4259033,92.93593597,0.904967666,16197,0.750154376,class1
12509,464.5090027,201.5314941,79.65081024,0.918583214,12703,0.54481709,class1
14076,479.677002,199.489151,90.70998383,0.890638888,14434,0.781218767,class1
14434,486.6679993,201.2719574,92.73377228,0.88753581,14754,0.625986636,class1
11540,427.3190002,174.0828094,85.41786957,0.871343374,11829,0.74518919,class2
14369,491.0440063,207.9473724,89.12214661,0.903503716,14679,0.603993297,class1
14999,498.5409851,213.5080261,90.10974121,0.906575441,15295,0.7987113,class1
10561,405.7390137,168.9385223,80.09079742,0.880480409,10709,0.602246821,class2
15290,519.3170166,221.4296265,88.87734222,0.915911794,15699,0.661561072,class1
11062,411.1090088,167.8031921,84.98282623,0.862273157,11242,0.822575867,class2
9768,413.5580139,179.79776,69.92797089,0.921269119,9943,0.702531636,class2
9593,396.0499878,162.5907288,75.99917603,0.884032071,9828,0.744798124,class2
14204,489.4450073,211.8838806,85.94508362,0.914040267,14487,0.686084151,class1
13683,492.9750061,213.9091949,83.12070465,0.921415269,14070,0.761266291,class1
10608,404.6929932,161.5894012,85.35478973,0.849107444,10895,0.708475232,class2
11742,428.0339966,171.2318878,88.02339935,0.857754469,11951,0.630442977,class2
13954,484.5320129,203.6781769,88.20871735,0.901356041,14288,0.750860929,class1
12693,448.1579895,180.0895996,91.82331848,0.860248089,13035,0.593408108,class2
14826,514.5319824,219.3729401,86.88575745,0.918222845,15170,0.543076932,class1
10360,404.32901,165.8590546,81.19802856,0.871969402,10556,0.676151931,class2
12396,460.0020142,195.3233032,81.92961121,0.907775462,12676,0.73305738,class1
11506,433.7049866,183.940979,80.15775299,0.900053322,11676,0.718227208,class2
11016,421.1000061,173.1560059,82.32682037,0.879743397,11302,0.781609178,class2
14471,503.6740112,207.9287262,90.16022491,0.901100039,14894,0.554954767,class1
12068,450.1459961,187.2999268,83.14625549,0.896066248,12426,0.650075436,class1
13907,485.7200012,202.5810852,89.2024231,0.897836268,14358,0.555724263,class1
11184,419.4750061,172.6215057,83.55088806,0.875061333,11347,0.608653069,class2
12240,454.3129883,190.9279022,83.64929962,0.898916602,12555,0.757894754,class1
10640,411.8800049,169.3904724,81.02848053,0.87816751,10901,0.660869539,class2
14304,489.0369873,211.0266113,86.83942413,0.911405563,?,0.577729285,class1
14541,492.7850037,204.2571411,92.47101593,0.891653419,14893,0.758291602,class1
14424,497.769989,210.743103,88.51709747,0.907513142,14920,0.558204353,class1
12172,431.1960144,175.6382751,89.33348846,0.860989928,12368,0.602693617,class2
11625,421.3900146,167.714798,89.46257019,0.845849931,11904,0.694278538,class2
11197,429.4500122,178.2169189,81.27737427,0.889949679,11461,0.568837643,class2
11782,436.5339966,183.4502258,82.57640076,0.892963171,11985,0.614029586,class2
11146,425.9599915,179.801178,79.56255341,0.89676702,11302,0.581065595,class2
14819,497.8349915,210.3746796,90.7098465,0.902264833,15119,0.590680778,class1
11883,440.5419922,187.2053528,82.01986694,0.898912728,12057,0.562109768,class2
15191,501.8919983,211.7231903,92.78570557,0.898857653,15492,0.568376541,class1
17246,540.5419922,225.9888611,98.57315063,0.899856567,17704,0.57392925,class1
12244,442.1900024,179.9014587,87.8075943,0.872794867,12568,0.63269949,class2
11512,414.6000061,166.6441956,88.62690735,0.846849144,11700,0.77054888,class2
17313,531.9840088,225.5345917,98.44350433,0.899709284,17582,0.569881499,class1
13434,?,204.5680237,84.15599823,0.911462128,13773,0.722258091,class1
14680,495.4440002,206.7537537,91.29646301,0.897226334,15091,0.611590207,class1
11549,440.2479858,179.1168823,84.49580383,0.881740093,11961,0.595401347,class1
13645,484.3250122,205.5389709,85.92192841,0.908432186,13972,0.547134995,class1
15857,515.3220215,219.9654846,93.15426636,0.905898452,16109,0.699162245,class1
14675,493.2730103,206.7937164,91.58906555,0.896570683,15039,0.566165149,class1
14019,482.45401,197.1981964,92.67004395,0.882701814,14411,0.576154828,class1
13792,475.7820129,196.7065887,90.34710693,0.888281822,14183,0.773267567,class1
15249,506.0499878,212.0909424,92.49422455,0.899895132,15582,0.78304404,class1
11739,430.4920044,170.7973633,89.44210052,0.851918876,11963,0.582580626,class2
11116,409.5440063,166.3851318,86.12647247,0.855602622,11313,0.621874154,class2
14289,488.4849854,208.5738831,88.30962372,0.905944109,14572,0.79207319,class1
10873,408.4890137,167.7020264,83.42141724,0.867499352,11073,0.668120921,class2
12437,434.6719971,174.9661865,91.87350464,0.851044893,12670,0.728630841,class2
10499,408.7290039,165.5593719,82.35824585,0.867490113,10785,0.661312699,class2
13689,483.6549988,202.7220001,86.94031525,0.903368711,14183,0.776460588,class1
15149,509.1369934,214.0074615,91.28372955,0.90446651,15516,0.707104206,class1
12199,438.0629883,178.8557587,88.10279846,0.870260715,12496,0.783342957,class2
14880,502.881012,217.9986572,87.55461121,0.915802419,15129,0.576699495,class1
13132,480.0190125,199.2529297,85.41971588,0.903446913,13594,0.580907702,class1
15513,522.5040283,224.2758331,89.0146637,0.917862654,15967,0.566167891,class1
13950,490.427002,209.6511688,85.35925293,0.913361788,14158,0.55029583,class2
12676,431.769989,172.6096497,94.47388458,0.83691895,12872,0.73102653,class2
10264,410.1390076,169.6039581,78.00386047,0.887961566,10572,0.595774293,class2
12260,453.2380066,190.8468628,83.03070831,0.900399268,12586,0.788323045,class2
11378,426.6140137,179.3922119,81.97147369,0.889497519,11535,0.596800447,class2
11809,433.0539856,170.8712158,89.48264313,0.851912141,12129,0.61743176,class2
13087,468.8110046,198.2867126,84.87167358,0.90376687,13488,0.772458971,class1
14260,501.0409851,208.8331757,88.96315765,0.904722631,14737,0.613175094,class1
12881,457.7839966,192.6271667,86.60134888,0.893239975,13109,0.57203126,class2
14019,475.7550049,194.5179291,92.81695557,0.87881428,14308,0.591119945,class1
15301,515.5269775,220.2921295,89.46644592,0.913816929,15690,0.537669539,class1
14296,484.243988,202.9798584,91.07144928,0.893696308,14572,0.757243514,class1
12574,444.631012,174.560257,93.24240112,0.845385969,12964,0.654725313,class2
15540,516.315979,217.3872223,92.47346497,0.905012071,16084,0.632478654,class1
12337,446.2200012,180.5418091,87.79290771,0.873806,12628,0.612927258,class2
13135,459.256012,189.7806244,89.05083466,0.883075774,13353,0.58006537,class2
13397,474.8649902,200.5462646,86.39673615,0.902444065,13762,0.694037199,class1
15123,518.2579956,226.3814392,85.84078217,0.925320268,15378,0.636918783,class1
14318,491.29599,207.6147308,89.12659454,0.903167486,14629,0.562460721,class1
10852,433.644989,177.9626312,80.45235443,0.891980231,11315,0.776085258,class2
12005,440.2650146,180.6821136,85.73722839,0.880244851,12319,0.603023887,class2
14658,486.1789856,201.8865356,93.2077713,0.887044489,14892,0.648297191,class1
11573,446.9240112,186.3487854,80.14228821,0.902797401,11884,0.572240889,class2
15216,500.3680115,208.2284241,94.30258179,0.891571224,15558,0.573042572,class1
9862,396.8619995,166.7616577,75.7184906,0.890975118,10064,0.640389621,class2
13617,465.0029907,189.2554779,92.44890594,0.872570992,13872,0.616125941,class2
12776,457.4710083,184.2328644,89.64103699,0.873645067,13089,0.743006706,class2
16480,525.1539917,220.3081207,96.47743988,0.899013698,16842,0.576264083,class1
11905,433.25,172.7705994,89.23660278,0.856285155,12224,0.732074797,class2
11565,428.4859924,180.718338,81.82832336,0.891614795,11737,0.764072418,class2
9120,383.572998,158.4627075,74.1576767,0.883738041,9293,0.617635131,class2
12709,446.2049866,180.1974182,90.73625946,0.863973081,12958,0.626244187,class2
14732,497.6940002,207.4682007,91.29447174,0.897977769,15000,0.580365598,class1
11483,429.552002,173.8620453,85.40531921,0.871032953,11770,0.772329807,class2
10973,419.2630005,169.8407745,83.49603271,0.870813489,11285,0.77767539,class2
10638,407.2070007,168.552124,81.18849182,0.876346171,10834,0.675814748,class2
12837,463.321991,192.9236755,86.35762024,0.894220948,13229,0.58882618,class2
11339,423.9700012,171.7066193,85.35773468,0.867685318,11531,0.67918539,class2
13975,482.5889893,203.4164124,88.6671524,0.900000036,14275,0.672651112,class1
12837,464.7680054,194.3007202,85.33184052,0.898401976,13053,0.584270179,class2
10453,421.5159912,171.9844513,78.82699585,0.888778031,10701,0.578985274,class2
10964,412.821991,168.77948,83.76622009,0.86814785,11118,0.746053338,class2
11417,419.2749939,170.1563721,86.50347137,0.861135006,11584,0.631436288,class2
11786,424.618988,171.8438568,88.34416199,0.857732892,11946,0.624787927,class2
11206,427.1390076,171.6759186,84.98906708,0.868861496,11588,0.608757079,class2
13753,461.1300049,185.5310364,95.42746735,0.857581735,13962,0.651183724,class2
9994,406.6430054,173.0985107,74.46515656,0.902738631,10123,0.807009041,class2
14626,496.5859985,204.5341339,92.97486877,0.890711546,15070,0.57021445,class1
12074,436.4620056,178.2076111,87.64710999,0.870693564,12300,0.601774335,class2
10101,405.5119934,168.0174713,77.90595245,0.886003971,10384,0.618782163,class2
14400,486.8999939,200.1377106,93.24651337,0.88483119,14714,0.618131876,class1
12147,436.0700073,177.5502167,88.561409,0.866719186,12421,0.687047482,class2
14806,497.8559875,211.1334991,90.01241302,0.904568017,15114,0.651213944,class1
12237,432.3900146,169.6468048,93.41069031,0.83475697,12577,0.704571605,class2
15094,506.5069885,217.9382935,89.09558868,0.912619054,15346,0.668556511,class1
12985,466.1350098,196.666153,84.69309235,0.902521908,13221,0.588888884,class1
16431,509.3850098,208.0528717,101.9614868,0.871680319,16875,0.732219279,class1
12624,452.7319946,192.1109619,84.61237335,0.897784531,12791,0.565591395,class2
11396,431.2969971,177.6383972,82.8576355,0.884552896,11612,0.753205538,class2
11423,418.6040039,169.073288,87.28488159,0.85643512,11717,0.655477107,class2
13939,484.3930054,207.0262756,86.2234726,0.909142315,14233,0.642468631,class1
12613,450.2059937,184.8757324,88.06604004,0.879254341,12832,0.607299328,class2
11578,431.506012,181.2345123,82.66642761,0.88991338,11747,0.619011998,class2
14674,497.1029968,208.4364624,91.08699036,0.899460912,15049,0.682289481,class1
13560,479.1990051,197.5580292,88.77228546,0.89335686,14033,0.691766143,class1
12823,450.6409912,180.697525,91.78144836,0.861399174,13195,0.697850347,class2
12220,436.9819946,171.4109192,92.14522552,0.843219638,12653,0.623978734,class2
12193,436.2850037,182.6272888,85.2556076,0.884347916,12336,0.68308121,class2
10913,427.6180115,?,83.1588974,0.87334758,11311,0.625709534,class2
11108,416.8340149,166.3365936,86.45924377,0.854297161,11420,0.680012226,class2
13555,477.8699951,202.637085,85.78795624,0.905962646,13851,0.578063011,class1
10841,410.3320007,167.1149597,84.25271606,0.863610148,11079,0.73448509,class2
10725,411.6910095,164.6003418,84.29296875,0.858921707,11009,0.66614908,class2
14549,485.493988,199.7572784,93.64827728,0.883298874,14846,0.619238138,class1
13201,461.5190125,192.8850861,87.83331299,0.890304327,13408,0.634907663,class1
12019,442.1119995,183.9819336,84.3091507,0.88882494,12290,0.580067575,class2
12993,466.2390137,199.0335236,83.48303986,0.907782078,13230,0.786644042,class1
14930,499.9249878,212.2458191,90.01747894,0.905606449,15248,0.624372721,class1
13337,471.8469849,199.1446686,86.46564484,0.900823712,13686,0.664457977,class1
10689,416.2550049,170.6242371,80.48485565,0.881754696,10892,0.626920819,class2
14172,500.4289856,218.5715637,83.36390686,0.924408734,14399,0.608815193,class1
13413,465.605011,198.8527222,86.09415436,0.901415825,13620,0.635325909,class1
11825,437.4509888,182.3555756,83.6619873,0.888547361,12044,0.730028391,class2
12286,444.8869934,183.2887115,86.73105621,0.880958438,12583,0.681873679,class1
14536,501.92099,216.3705444,86.67998505,0.916249096,14988,0.54405272,class1
14050,481.2510071,191.8238525,95.06197357,0.86856854,14600,0.607698977,class1
15056,499.17099,202.8936005,96.13976288,0.880609214,15517,0.703551412,class1
13787,474.3380127,194.6946259,91.07733154,0.883836567,14075,0.616178751,class1
11485,419.4049988,175.8681183,83.69998169,0.879486024,11610,0.799846768,class2
12288,437.821991,179.1879578,88.10448456,0.870771706,12498,0.802717507,class2
12433,442.4819946,173.859314,93.10706329,0.844515562,12769,0.629837871,class2
11794,422.1019897,169.2856598,89.53070831,0.848700643,12026,0.76395905,class2
11303,423.9549866,173.8369598,83.37648773,0.877473772,11527,0.619682014,class2
13207,458.8779907,187.8335876,90.63804626,0.87587148,13501,0.732420146,class2
11140,429.7969971,179.1967468,80.0765686,0.894601941,11346,0.589106321,class2
11432,424.177002,170.6646423,86.86542511,0.860776484,11702,0.660198689,class2
15484,504.8190002,211.2880554,94.47180939,0.894472361,15795,0.679122806,class1
11747,452.1270142,194.4948578,78.74446106,0.914375782,11935,0.542636752,class1
10781,414.9549866,169.7361755,82.24104309,0.874778628,11069,0.699338377,class2
13501,472.4830017,198.0720367,87.68961334,0.896661997,13787,0.634028375,class1
